,,,Type,,Date,,Num,,Name,,Memo,,Account,,Clr,,Split,,Amount,,Balance
Jan - Dec 26,,,,,,,,,,,,,,,,,,,,,
,,,Check,,02/02/2026,,12139,,SOUTHEAST MACHINERY CO,,,,101 · CASH IN BANK - UTILITY,,Ö,,412 · WATER SUPPLIES/REPAIRS,,-10.65,,-10.65
,,,Check,,02/02/2026,,12139,,SOUTHEAST MACHINERY CO,,DISCHARGE HOSE AND CLAMPS,,412 · WATER SUPPLIES/REPAIRS,,,,101 · CASH IN BANK - UTILITY,,10.65,,0.00
,,,Check,,02/02/2026,,12140,,AMERICAN TRANS $ EQUIPMENT,,,,101 · CASH IN BANK - UTILITY,,Ö,,453 · TRASH SUPPLIES/REPAIRS,,-962.34,,-962.34
,,,Check,,02/02/2026,,12140,,AMERICAN TRANS $ EQUIPMENT,,JOY STICK,,453 · TRASH SUPPLIES/REPAIRS,,,,101 · CASH IN BANK - UTILITY,,962.34,,0.00
,,,Check,,02/02/2026,,12141,,WILEY SANITATION DISTRICT,,,,101 · CASH IN BANK - UTILITY,,Ö,,222 · DUE TO/FROM WSD,,"-7,887.00",,"-7,887.00"
,,,Check,,02/02/2026,,12141,,WILEY SANITATION DISTRICT,,SEWAGE SALES,,222 · DUE TO/FROM WSD,,,,101 · CASH IN BANK - UTILITY,,"7,887.00",,0.00
,,,Check,,02/02/2026,,12142,,TOWN OF WILEY - GENERAL,,,,101 · CASH IN BANK - UTILITY,,Ö,,-SPLIT-,,-314.00,,-314.00
,,,Check,,02/02/2026,,12142,,TOWN OF WILEY - GENERAL,,payroll,,270 · DUE TO/FROM GENERAL FUND,,,,101 · CASH IN BANK - UTILITY,,,,-314.00
,,,Check,,02/02/2026,,12142,,TOWN OF WILEY - GENERAL,,land,,270 · DUE TO/FROM GENERAL FUND,,,,101 · CASH IN BANK - UTILITY,,,,-314.00
,,,Check,,02/02/2026,,12142,,TOWN OF WILEY - GENERAL,,health,,491 · EMPLOYEE BENEFIT,,,,101 · CASH IN BANK - UTILITY,,,,-314.00
,,,Check,,02/02/2026,,12142,,TOWN OF WILEY - GENERAL,,PET FEE,,270 · DUE TO/FROM GENERAL FUND,,,,101 · CASH IN BANK - UTILITY,,314.00,,0.00
,,,Check,,02/02/2026,,12143,,PUEBLO CITY/COUNTY HEALTH,,,,101 · CASH IN BANK - UTILITY,,Ö,,470 · OUTSIDE SERVICE - LAB FEES,,-25.00,,-25.00
,,,Check,,02/02/2026,,12143,,PUEBLO CITY/COUNTY HEALTH,,COLIFORM TESTING,,470 · OUTSIDE SERVICE - LAB FEES,,,,101 · CASH IN BANK - UTILITY,,25.00,,0.00
,,,Deposit,,02/02/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,951.00,,951.00
,,,Deposit,,02/02/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-951.00,,0.00
,,,Check,,02/02/2026,,12144,,WALLACE GAS AND OIL,,,,101 · CASH IN BANK - UTILITY,,Ö,,419.4- FUEL EXPENSE,,-701.46,,-701.46
,,,Check,,02/02/2026,,12144,,WALLACE GAS AND OIL,,TRASH TRUCK FUEL,,419.4- FUEL EXPENSE,,,,101 · CASH IN BANK - UTILITY,,701.46,,0.00
,,,Check,,02/02/2026,,12145,,UNCC,,,,101 · CASH IN BANK - UTILITY,,Ö,,470 · OUTSIDE SERVICE - LAB FEES,,-70.00,,-70.00
,,,Check,,02/02/2026,,12145,,UNCC,,RTL TRANSMISSIONS,,470 · OUTSIDE SERVICE - LAB FEES,,,,101 · CASH IN BANK - UTILITY,,70.00,,0.00
,,,Check,,02/02/2026,,12146,,LAMAR AUTO PARTS,,,,101 · CASH IN BANK - UTILITY,,Ö,,453 · TRASH SUPPLIES/REPAIRS,,-97.42,,-97.42
,,,Check,,02/02/2026,,12146,,LAMAR AUTO PARTS,,TRASH TRUCK REPAIR SUPPLIES,,453 · TRASH SUPPLIES/REPAIRS,,,,101 · CASH IN BANK - UTILITY,,97.42,,0.00
,,,Check,,02/02/2026,,12147,,CITY OF LAMAR,,,,101 · CASH IN BANK - UTILITY,,Ö,,-SPLIT-,,"-2,125.15",,"-2,125.15"
,,,Check,,02/02/2026,,12147,,CITY OF LAMAR,,977-304 MAIN,,411 · PUMPING EXPENSE,,,,101 · CASH IN BANK - UTILITY,,,,"-2,125.15"
,,,Check,,02/02/2026,,12147,,CITY OF LAMAR,,978-304 MAIN ST PUMP,,411 · PUMPING EXPENSE,,,,101 · CASH IN BANK - UTILITY,,,,"-2,125.15"
,,,Check,,02/02/2026,,12147,,CITY OF LAMAR,, LANDFILL CHARGES,,454 · TRASH DISPOSAL-TRASH SERVICE,,,,101 · CASH IN BANK - UTILITY,,"2,125.15",,0.00
,,,Check,,02/02/2026,,12148,,TRACTOR SUPPLY,,,,101 · CASH IN BANK - UTILITY,,Ö,,-SPLIT-,,-249.53,,-249.53
,,,Check,,02/02/2026,,12148,,TRACTOR SUPPLY,,SHOP SUPPLIES,,412 · WATER SUPPLIES/REPAIRS,,,,101 · CASH IN BANK - UTILITY,,,,-249.53
,,,Check,,02/02/2026,,12148,,TRACTOR SUPPLY,,HYDRAULIC FLUID,,453 · TRASH SUPPLIES/REPAIRS,,,,101 · CASH IN BANK - UTILITY,,249.53,,0.00
,,,Deposit,,02/03/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,100.00,,100.00
,,,Deposit,,02/03/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-100.00,,0.00
,,,Deposit,,02/03/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,-SPLIT-,,"3,634.00",,"3,634.00"
,,,Deposit,,02/03/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-2,134.00",,"1,500.00"
,,,Deposit,,02/03/2026,,,,DUE TO FROM WSD,,MNG,,223 · DUE TO FROM WSD-GENERAL,,,,101 · CASH IN BANK - UTILITY,,-225.00,,"1,275.00"
,,,Deposit,,02/03/2026,,,,DUE TO FROM WSD,,MNG,,222 · DUE TO/FROM WSD,,,,101 · CASH IN BANK - UTILITY,,-275.00,,"1,000.00"
,,,Deposit,,02/03/2026,,,,DUE TO FROM BCL,,MNG,,270.2 · DUE TO/FROM BROOKSIDE,,,,101 · CASH IN BANK - UTILITY,,"-1,000.00",,0.00
,,,Check,,02/04/2026,,12149,,PETTY CASH,,,,101 · CASH IN BANK - UTILITY,,Ö,,465 · OFFICE SUPPLIES/POSTAGE,,-20.00,,-20.00
,,,Check,,02/04/2026,,12149,,PETTY CASH,,trash truck car wash,,465 · OFFICE SUPPLIES/POSTAGE,,,,101 · CASH IN BANK - UTILITY,,20.00,,0.00
,,,General Journal,,02/04/2026,,367,,,,SECPA ACT 133501,,101 · CASH IN BANK - UTILITY,,Ö,,411 · PUMPING EXPENSE,,-145.95,,-145.95
,,,General Journal,,02/04/2026,,367,,,,SECPA ACT 133501,,411 · PUMPING EXPENSE,,,,101 · CASH IN BANK - UTILITY,,145.95,,0.00
,,,General Journal,,02/04/2026,,367,,,,SECPA ACT 133401,,101 · CASH IN BANK - UTILITY,,Ö,,411 · PUMPING EXPENSE,,-417.35,,-417.35
,,,General Journal,,02/04/2026,,367,,,,SECPA ACT 133401,,411 · PUMPING EXPENSE,,,,101 · CASH IN BANK - UTILITY,,417.35,,0.00
,,,Check,,02/04/2026,,12150,,CITY OF LAMAR,,,,101 · CASH IN BANK - UTILITY,,Ö,,-SPLIT-,,-346.01,,-346.01
,,,Check,,02/04/2026,,12150,,CITY OF LAMAR,,33-000205-00 304 MAIN ST,,411 · PUMPING EXPENSE,,,,101 · CASH IN BANK - UTILITY,,309.01,,-37.00
,,,Check,,02/04/2026,,12150,,CITY OF LAMAR,,33-000206-00 304 MAIN PUMP,,411 · PUMPING EXPENSE,,,,101 · CASH IN BANK - UTILITY,,37.00,,0.00
,,,Check,,02/04/2026,,12150,,CITY OF LAMAR,, LANDFILL CHARGES,,454 · TRASH DISPOSAL-TRASH SERVICE,,,,101 · CASH IN BANK - UTILITY,,,,0.00
,,,Deposit,,02/04/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,375.00,,375.00
,,,Deposit,,02/04/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-375.00,,0.00
,,,Check,,02/04/2026,,12151,,MAY VALLEY WATER ASSOCIATION,,,,101 · CASH IN BANK - UTILITY,,Ö,,-SPLIT-,,-938.66,,-938.66
,,,Check,,02/04/2026,,12151,,MAY VALLEY WATER ASSOCIATION,,chlorine,,430 · WATER TREATMENT,,,,101 · CASH IN BANK - UTILITY,,911.32,,-27.34
,,,Check,,02/04/2026,,12151,,MAY VALLEY WATER ASSOCIATION,,POSTAGE FOR TESTING AND HOT SPOT CHARGES,,465 · OFFICE SUPPLIES/POSTAGE,,,,101 · CASH IN BANK - UTILITY,,27.34,,0.00
,,,Deposit,,02/05/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,465.00,,465.00
,,,Deposit,,02/05/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-465.00,,0.00
,,,Deposit,,02/05/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,"1,348.00",,"1,348.00"
,,,Deposit,,02/05/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,348.00",,0.00
,,,Deposit,,02/06/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,"3,209.00",,"3,209.00"
,,,Deposit,,02/06/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-3,209.00",,0.00
,,,Check,,02/06/2026,,12152,,COUNTY LINE,,,,101 · CASH IN BANK - UTILITY,,Ö,,419.4- FUEL EXPENSE,,-184.25,,-184.25
,,,Check,,02/06/2026,,12152,,COUNTY LINE,,FUEL,,419.4- FUEL EXPENSE,,,,101 · CASH IN BANK - UTILITY,,184.25,,0.00
,,,Check,,02/09/2026,,12134,,TOWN OF WILEY - GENERAL,,VOID:,,101 · CASH IN BANK - UTILITY,,Ö,,-SPLIT-,,0.00,,0.00
,,,Check,,02/09/2026,,12134,,TOWN OF WILEY - GENERAL,,payroll,,270 · DUE TO/FROM GENERAL FUND,,Ö,,101 · CASH IN BANK - UTILITY,,0.00,,0.00
,,,Check,,02/09/2026,,12134,,TOWN OF WILEY - GENERAL,,land,,270 · DUE TO/FROM GENERAL FUND,,Ö,,101 · CASH IN BANK - UTILITY,,0.00,,0.00
,,,Check,,02/09/2026,,12134,,TOWN OF WILEY - GENERAL,,health,,491 · EMPLOYEE BENEFIT,,Ö,,101 · CASH IN BANK - UTILITY,,0.00,,0.00
,,,Check,,02/09/2026,,12135,,POST MASTER,,2 BOOKS 2 ROLLS,,101 · CASH IN BANK - UTILITY,,Ö,,465 · OFFICE SUPPLIES/POSTAGE,,-187.20,,-187.20
,,,Check,,02/09/2026,,12135,,POST MASTER,,2 BOOKS 2 ROLLS,,465 · OFFICE SUPPLIES/POSTAGE,,,,101 · CASH IN BANK - UTILITY,,187.20,,0.00
,,,Check,,02/09/2026,,12136,,TOWN OF WILEY - GENERAL,,,,101 · CASH IN BANK - UTILITY,,Ö,,-SPLIT-,,"-4,859.00",,"-4,859.00"
,,,Check,,02/09/2026,,12136,,TOWN OF WILEY - GENERAL,,payroll,,270 · DUE TO/FROM GENERAL FUND,,,,101 · CASH IN BANK - UTILITY,,"4,055.91",,-803.09
,,,Check,,02/09/2026,,12136,,TOWN OF WILEY - GENERAL,,land,,270 · DUE TO/FROM GENERAL FUND,,,,101 · CASH IN BANK - UTILITY,,50.00,,-753.09
,,,Check,,02/09/2026,,12136,,TOWN OF WILEY - GENERAL,,health,,491 · EMPLOYEE BENEFIT,,,,101 · CASH IN BANK - UTILITY,,753.09,,0.00
,,,Deposit,,02/09/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,390.00,,390.00
,,,Deposit,,02/09/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-390.00,,0.00
,,,Deposit,,02/09/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,99.99,,99.99
,,,Deposit,,02/09/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-99.99,,0.00
,,,Deposit,,02/09/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,"1,743.00",,"1,743.00"
,,,Deposit,,02/09/2026,,,,WATER PAYMENTS,,water payment,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,743.00",,0.00
,,,Check,,02/09/2026,,0,,ELEMENT ENGINEERING,,VOID:,,101 · CASH IN BANK - UTILITY,,Ö,,412 · WATER SUPPLIES/REPAIRS,,0.00,,0.00
,,,Check,,02/09/2026,,0,,ELEMENT ENGINEERING,,Water PNA Project,,412 · WATER SUPPLIES/REPAIRS,,Ö,,101 · CASH IN BANK - UTILITY,,0.00,,0.00
,,,Check,,02/09/2026,,12165,,ELEMENT ENGINEERING,,,,101 · CASH IN BANK - UTILITY,,,,488 · PNA-ELEMENT EXPENSES,,"-8,800.00",,"-8,800.00"
,,,Check,,02/09/2026,,12165,,ELEMENT ENGINEERING,,pna project,,488 · PNA-ELEMENT EXPENSES,,,,101 · CASH IN BANK - UTILITY,,"8,800.00",,0.00
,,,Check,,02/10/2026,,12153,,MISSION COMMUNICATIONS,,,,101 · CASH IN BANK - UTILITY,,Ö,,416 · DUES & SUBSCRIPTIONS,,"-1,690.20",,"-1,690.20"
,,,Check,,02/10/2026,,12153,,MISSION COMMUNICATIONS,,ANNUAL SERVICE FEE FOR SCADA SYSTEM,,416 · DUES & SUBSCRIPTIONS,,,,101 · CASH IN BANK - UTILITY,,"1,690.20",,0.00
,,,Deposit,,02/10/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,-SPLIT-,,800.00,,800.00
,,,Deposit,,02/10/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-725.00,,75.00
,,,Deposit,,02/10/2026,,,,WATER DEPOSIT,,KELVIN SALGADO 111 WELTON,,241 · METER DEPOSITS,,,,101 · CASH IN BANK - UTILITY,,-75.00,,0.00
,,,Deposit,,02/11/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,139.36,,139.36
,,,Deposit,,02/11/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-139.36,,0.00
,,,Deposit,,02/11/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,"1,075.00",,"1,075.00"
,,,Deposit,,02/11/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,075.00",,0.00
,,,Deposit,,02/12/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,100.00,,100.00
,,,Deposit,,02/12/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-100.00,,0.00
,,,Deposit,,02/12/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,670.00,,670.00
,,,Deposit,,02/12/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-670.00,,0.00
,,,General Journal,,02/12/2026,,367,,,,TR TO GEN DELUXE DEPOSIT SLIP ORDER,,101 · CASH IN BANK - UTILITY,,Ö,,465 · OFFICE SUPPLIES/POSTAGE,,-82.18,,-82.18
,,,General Journal,,02/12/2026,,367,,,,TR TO GEN DELUXE DEPOSIT SLIP ORDER,,465 · OFFICE SUPPLIES/POSTAGE,,,,101 · CASH IN BANK - UTILITY,,82.18,,0.00
,,,Deposit,,02/13/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,"1,375.00",,"1,375.00"
,,,Deposit,,02/13/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,375.00",,0.00
,,,Deposit,,02/13/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,-SPLIT-,,435.00,,435.00
,,,Deposit,,02/13/2026,,,,WATER DEPOSIT,,ALAYNA BARNES 208 2ND ST,,241 · METER DEPOSITS,,,,101 · CASH IN BANK - UTILITY,,-75.00,,360.00
,,,Deposit,,02/13/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-360.00,,0.00
,,,Deposit,,02/17/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,120.00,,120.00
,,,Deposit,,02/17/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-120.00,,0.00
,,,Check,,02/17/2026,,12154,,719 METAL WORKS LLC,,,,101 · CASH IN BANK - UTILITY,,Ö,,453 · TRASH SUPPLIES/REPAIRS,,-688.90,,-688.90
,,,Check,,02/17/2026,,12154,,719 METAL WORKS LLC,,TRASH TRUCK CYLINDER REPAIRS,,453 · TRASH SUPPLIES/REPAIRS,,,,101 · CASH IN BANK - UTILITY,,688.90,,0.00
,,,Deposit,,02/17/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,"1,140.00",,"1,140.00"
,,,Deposit,,02/17/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,140.00",,0.00
,,,Deposit,,02/18/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,603.32,,603.32
,,,Deposit,,02/18/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-603.32,,0.00
,,,Deposit,,02/19/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,199.99,,199.99
,,,Deposit,,02/19/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-199.99,,0.00
,,,Deposit,,02/19/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,"1,155.00",,"1,155.00"
,,,Deposit,,02/19/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,155.00",,0.00
,,,Deposit,,02/20/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,200.00,,200.00
,,,Deposit,,02/20/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-200.00,,0.00
,,,Deposit,,02/20/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,862.00,,862.00
,,,Deposit,,02/20/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-862.00,,0.00
,,,Deposit,,02/20/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,115.00,,115.00
,,,Deposit,,02/20/2026,,,,WATER PAYMENTS,,VIA BANK TR SETTLES ACT 62,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-115.00,,0.00
,,,Deposit,,02/23/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,100.00,,100.00
,,,Deposit,,02/23/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-100.00,,0.00
,,,Deposit,,02/23/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,"1,330.00",,"1,330.00"
,,,Deposit,,02/23/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,330.00",,0.00
,,,Deposit,,02/24/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,214.99,,214.99
,,,Deposit,,02/24/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-214.99,,0.00
,,,Deposit,,02/24/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,305.00,,305.00
,,,Deposit,,02/24/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-305.00,,0.00
,,,Deposit,,02/25/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,205.00,,205.00
,,,Deposit,,02/25/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-205.00,,0.00
,,,Deposit,,02/25/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,723.50,,723.50
,,,Deposit,,02/25/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-723.50,,0.00
,,,Deposit,,02/26/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,40.00,,40.00
,,,Deposit,,02/26/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-40.00,,0.00
,,,Deposit,,02/26/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,685.70,,685.70
,,,Deposit,,02/26/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-685.70,,0.00
,,,Deposit,,02/27/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,Ö,,105 · ACCOUNTS RECEIVABLE,,882.35,,882.35
,,,Deposit,,02/27/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-882.35,,0.00
,,,General Journal,,02/28/2026,,311,,,,RICK JONES PAYROLL,,460.12 · ADMIN-WATER PT SALARIES,,,,-SPLIT-,,704.00,,704.00
,,,General Journal,,02/28/2026,,311,,,,RICK JONES PAYROLL,,483 · PAYROLL TAXES - FICA,,,,460.12 · ADMIN-WATER PT SALARIES,,53.86,,757.86
,,,General Journal,,02/28/2026,,311,,,,RICK JONES PAYROLL,,270 · DUE TO/FROM GENERAL FUND,,,,460.12 · ADMIN-WATER PT SALARIES,,-757.86,,0.00
,,,General Journal,,02/28/2026,,311,,,,RICK REIFSCHNEIDER,,460.12 · ADMIN-WATER PT SALARIES,,,,-SPLIT-,,374.00,,374.00
,,,General Journal,,02/28/2026,,311,,,,RICK REIFSCHNEIDER,,483 · PAYROLL TAXES - FICA,,,,460.12 · ADMIN-WATER PT SALARIES,,28.61,,402.61
,,,General Journal,,02/28/2026,,311,,,,RICK REIFSCHNEIDER,,270 · DUE TO/FROM GENERAL FUND,,,,460.12 · ADMIN-WATER PT SALARIES,,-402.61,,0.00
,,,General Journal,,02/28/2026,,311,,,,BILL GALLEGOS PAYROLL,,460.12 · ADMIN-WATER PT SALARIES,,,,-SPLIT-,,244.00,,244.00
,,,General Journal,,02/28/2026,,311,,,,BILL GALLEGOS PAYROLL,,483 · PAYROLL TAXES - FICA,,,,460.12 · ADMIN-WATER PT SALARIES,,18.67,,262.67
,,,General Journal,,02/28/2026,,311,,,,BILL GALLEGOS PAYROLL,,270 · DUE TO/FROM GENERAL FUND,,,,460.12 · ADMIN-WATER PT SALARIES,,-262.67,,0.00
,,,General Journal,,02/28/2026,,364,,,,DEBBIE DILLON PAYROLL,,460.1 · ADMIN-CLERK SALARIES,,,,-SPLIT-,,"1,170.13",,"1,170.13"
,,,General Journal,,02/28/2026,,364,,,,DEBBIE DILLON PAYROLL,,483 · PAYROLL TAXES - FICA,,,,460.1 · ADMIN-CLERK SALARIES,,89.48,,"1,259.61"
,,,General Journal,,02/28/2026,,364,,,,DEBBIE DILLON PAYROLL,,270 · DUE TO/FROM GENERAL FUND,,,,460.1 · ADMIN-CLERK SALARIES,,"-1,259.61",,0.00
,,,General Journal,,02/28/2026,,311,,,,SCOTT WITTMAN,,460 · SUPT SALARIES,,,,-SPLIT-,,"1,011.28",,"1,011.28"
,,,General Journal,,02/28/2026,,311,,,,SCOTT WITTMAN,,483 · PAYROLL TAXES - FICA,,,,460 · SUPT SALARIES,,77.37,,"1,088.65"
,,,General Journal,,02/28/2026,,311,,,,SCOTT WITTMAN,,270 · DUE TO/FROM GENERAL FUND,,,,460 · SUPT SALARIES,,"-1,088.65",,0.00
,,,General Journal,,02/28/2026,,364,,,,WSD COLLECTION FEE,,222 · DUE TO/FROM WSD,,,,-SPLIT-,,275.00,,275.00
,,,General Journal,,02/28/2026,,364,,,,WSD COLLECTION FEE,,310 · WSD COLLECTIN FEE,,,,222 · DUE TO/FROM WSD,,-500.00,,-225.00
,,,General Journal,,02/28/2026,,364,,,,BROOKSIDE MANAGEMENT FEE,,366 · BCL MANAGEMENT FEE,,,,222 · DUE TO/FROM WSD,,"-1,000.00",,"-1,225.00"
